//////////////////////////////////////////////////////////////////////////////////////////
//
//            FILTERTAB.TXT
//
//    Table listing the different edition and deletion filters to be applied on the
//    "universal" TADB database.
//
//    There is one filter per line and their formats (DELETE and EDIT operations) are:
//
//    ClassName;Table_ID;ID;DELETE
//    ClassName(CDB_TAProduct);Table_ID;ID;EDIT;FAM_ID;CONN_ID;VERS_ID;<=PN_ID;deleted,available,hidden,fixed,mask1,int1;Priority
//
//      Table_ID:    table to which the object of class ClassName belongs, may be blank
//      ID:            ID of the object of class ClassName, may be blank
//      FAM_ID:        Family for which CDB_TAProduct derived objects will be considered, may be blank
//      CONN_ID:    Connection for which CDB_TAProduct derived objects will be considered, may be blank
//      VERS_ID:    Version for which CDB_TAProduct derived objects will be considered, may be blank
//      PN_ID:        PN for(==), above(>=) or below(<=) which CDB_TAProduct derived objects will be considered, may be blank
//      available:    flag indicating if the object is available
//      hidden:        flag indicating if the object is hidden            (string composed as d,a,h,f,m1,i1 may be blank)
//      mask1:        mask for int1 (0x00000001 to change bit 0; 0x0000000C to change bits 2 and 3)
//      int1:        integer for additional flagging (bit0 is InCBI flag; enter 0x00000001 to set it to one)
//      Priority:    flag indicating if the object is deleted, may be blank
//      -d [TA-Product ID]:     position 11, for debugging a line, will throw a debugbreak in hyselect when this line is applied; TA-Product ID is optional
//////////////////////////////////////////////////////////////////////////////////////////

//////////////////////////////////////////////////////////////////////////////////////////
// Deletions of reference to valves to be considered as potential measuring valves.
// (It is the filter of the 'CData' class for deleting).
//////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table_ID             ; ID                   ; DELETE
//----------------------------------------------------------------------------------------
// 2018-06-13 - all old STAD valves are now deleted.
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_3              ; DELETE    // FAM_STAD VERS_DRAIN12
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_4              ; DELETE    // FAM_STAD VERS_DRAIN34
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_9              ; DELETE    // FAM_STAD VERS_NODRAIN (for Jpn only)
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_11             ; DELETE    // FAM_STAD VERS_DRAIN34 NPS

CDB_StringID                ; MEASVALV_TAB         ; MVFAM_7              ; DELETE    // FAM_MD60
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_8              ; DELETE    // FAM_MDF3

// We exclude STAD* Nordic version (drain 1/2").
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_15             ; DELETE    // FAM_STAD* VERS_DRAIN12

// We exclude STAD* US Version (without drain).
CDB_StringID                ; MEASVALV_TAB         ; MVFAM_16             ; DELETE    // FAM_STAD* VERS_NODRAIN

//////////////////////////////////////////////////////////////////////////////////////////
// Hide pipe series (It is the filter of the 'CData' class for editing).
//////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; a,h
//---------------------------------------------------------------
CTable                      ; PIPE_TAB             ; STEEL_NBN            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_NF1            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_NF2            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CU_NF                ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; HENCO                ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; +GF+ABS              ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; +GF+PE               ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; +GF+PE100            ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; CLIMAT_FASER         ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; FUSIOT_FASER         ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_PN74200        ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_PN74219        ; EDIT ; 1,1
CTable                      ; PIPE_TAB             ; STEEL_PN74244        ; EDIT ; 1,1

//////////////////////////////////////////////////////////////////////////////////////////
/// Editions of valves (It is the filter of the 'CDB_TAProduct' class).
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; FAM_ID               ; CONN_ID           ; VERS_ID         ; <=PN_ID ; a,h ; m1,i1                 ; Priority ; -d IDBROL
//-------------------------------------------------------------------------------------------------------------------------------------
// We exclude Nordic version.
CDB_RegulatingValve         ; REGVALV_TAB          ; STAD*10B_BV          ; EDIT ;                      ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ControlValve            ; BALCTRLVALV_TAB      ;                      ; EDIT ; FAM_FUSION_C         ; CONN_THREAD       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_FUSION_P         ; CONN_THREAD       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ControlValve            ; BALCTRLVALV_TAB      ;                      ; EDIT ; FAM_FUSION_C         ; CONN_FLANGE       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_FUSION_P         ; CONN_FLANGE       ;                 ;         ; 0,0 ;                       ;          ; 

CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_COMPACT_P        ;                   ; VERS_STD        ;         ; 0,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_COMPACT_P        ;                   ; VERS_US         ;         ; 1,0 ;                       ;          ; 

CDB_DpCBCValve              ; DPCBALCTRLVALV_TAB   ;                      ; EDIT ; FAM_COMPACT_DP       ;                   ; VERS_STD        ;         ; 0,0 ;                       ;          ; 
CDB_DpCBCValve              ; DPCBALCTRLVALV_TAB   ;                      ; EDIT ; FAM_COMPACT_DP       ;                   ; VERS_US         ;         ; 1,0 ;                       ;          ; 

// HYS-1598: Pay attention that we don't have TA-Modulator DN 15-50 with NPT thread for US and international version. It's the same valve for normal, international
// and US version. We just have the article number that is different for the US version.
// See JIRA card for more details and accessory filter below.
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_MODULATOR_P      ; CONN_THREADM      ; VERS_STD        ;         ; 1,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_MODULATOR_P      ; CONN_THREADM      ; VERS_US         ;         ; 0,0 ;                       ;          ;

// TA-Modulator DN65-150.
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_MODULATOR_P      ; CONN_FLANGE       ;                 ;         ; 0,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_MODULATOR_P      ; CONN_ANSIFL       ; VERS_STD        ;         ; 1,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_MODULATOR_P      ; CONN_ANSIFL       ; VERS_US         ;         ; 0,0 ;                       ;          ; 

HYS-1596: TA-smart thread NPT and ANSI flange must be displayed in "Show other available product" section.
CDB_SmartControlValve       ; SMARTCONTROLVALVE_TAB;                      ; EDIT ; FAM_TASMART_VALVE    ; CONN_THREADM      ; VERS_STD        ;         ; 0,0 ;                       ;          ; 
CDB_SmartControlValve       ; SMARTCONTROLVALVE_TAB;                      ; EDIT ; FAM_TASMART_VALVE    ; CONN_THREADN      ; VERS_STD        ;         ; 1,0 ;                       ;          ; 
CDB_SmartControlValve       ; SMARTCONTROLVALVE_TAB;                      ; EDIT ; FAM_TASMART_VALVE    ; CONN_FLANGE       ; VERS_STD        ;         ; 0,0 ;                       ;          ; 
CDB_SmartControlValve       ; SMARTCONTROLVALVE_TAB;                      ; EDIT ; FAM_TASMART_VALVE    ; CONN_ANSIFL       ; VERS_STD        ;         ; 1,0 ;                       ;          ; 

CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_KTM512           ; CONN_ANSIFL       ;                 ;         ; 1,0 ;                       ;          ; 
CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_KTM512           ; CONN_FLANGESTL    ;                 ;         ; 0,0 ;                       ;          ; 
//CDB_PIControlValve          ; PICTRLVALV_TAB       ;                      ; EDIT ; FAM_KTM50            ; CONN_ANSIFL       ;                 ;         ; 1,0 ;                       ;          ;**Deleted** 

CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_216MZ            ;                   ;                 ;         ; 0,0 ;                       ; 2        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_316MZ            ;                   ;                 ;         ; 0,0 ;                       ; 2        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_216RGA           ;                   ;                 ;         ; 0,0 ;                       ; 1        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_316RGA           ;                   ;                 ;         ; 0,0 ;                       ; 1        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_216RGA           ; CONN_THREADN      ;                 ;         ; 0,0 ;                       ; 1        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_316RGA           ; CONN_THREADN      ;                 ;         ; 0,0 ;                       ; 1        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_206GG            ;                   ;                 ;         ; 0,0 ;                       ; 3        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_306GG            ;                   ;                 ;         ; 0,0 ;                       ; 3        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_216GG            ;                   ;                 ;         ; 0,0 ;                       ; 4        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_316GG            ;                   ;                 ;         ; 0,0 ;                       ; 4        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_216              ;                   ;                 ;         ; 0,0 ;                       ; 5        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_316              ;                   ;                 ;         ; 0,0 ;                       ; 5        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_225              ;                   ;                 ;         ; 0,0 ;                       ; 6        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_325              ;                   ;                 ;         ; 0,0 ;                       ; 6        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_240S             ;                   ;                 ;         ; 0,0 ;                       ; 7        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_340S             ;                   ;                 ;         ; 0,0 ;                       ; 7        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_240E             ;                   ;                 ;         ; 0,0 ;                       ; 8        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_340E             ;                   ;                 ;         ; 0,0 ;                       ; 8        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_DR6-16           ;                   ;                 ;         ; 0,0 ;                       ; 5        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_DRP6-16          ;                   ;                 ;         ; 0,0 ;                       ; 6        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_DR16EVS          ;                   ;                 ;         ; 0,0 ;                       ; 7        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_DR16EVSAR        ;                   ;                 ;         ; 0,0 ;                       ; 8        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_GMMD             ;                   ;                 ;         ; 0,0 ;                       ; 5        ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_GMMV             ;                   ;                 ;         ; 0,0 ;                       ; 5        ; 

CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_TAV2             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ControlValve            ; CTRLVALV_TAB         ;                      ; EDIT ; FAM_TAV3             ;                   ;                 ;         ; 0,0 ;                       ;          ; 

// HYS-1429
CDB_6WayValve               ; 6WAYCTRLVALV_TAB     ;                      ; EDIT ; FAM_6WAY_VALVE       ;  CONN_THREADN     ;                 ;         ; 0,0 ;                       ;          ; 

// HYS-1503
CDB_SmartControlValve       ; SMARTCONTROLVALVE_TAB;                      ; EDIT ; FAM_TASMART_VALVE    ;  CONN_THREADN     ;                 ;         ; 0,0 ;                       ;          ; 
CDB_SmartControlValve       ; SMARTCONTROLVALVE_TAB;                      ; EDIT ; FAM_TASMART_VALVE    ;  CONN_ANSIFL      ;                 ;         ; 0,0 ;                       ;          ; 

CDB_AirVent                 ; AIRVENT_TAB          ;                      ; EDIT ;                      ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_Separator               ; SEPARATOR_TAB        ;                      ; EDIT ;                      ;                   ;                 ;         ; 0,0 ;                       ;          ; 

// We exclude Nordic version.
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_STS*             ;                   ; VERS_DRAIN12    ;         ; 0,0 ;                       ;          ; 

CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_STS              ;                   ; VERS_DRAIN34    ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_STS              ;                   ; VERS_NODRAIN    ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_STS              ;                   ; VERS_US         ;         ; 1,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_GLOBOH           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_GLOBOP           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_GLOBOS           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_GLOBOD           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_GLOBOD-SB        ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TA400            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TA400A           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TA500            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TA500S           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TA900            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TA900U           ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TABAV            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TA60             ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TAGAV            ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TABTV_LEVER      ;                   ;                 ;         ; 0,0 ;                       ;          ; 
CDB_ShutoffValve            ; SHUTOFF_TAB          ;                      ; EDIT ; FAM_TABTV_GEARB      ;                   ;                 ;         ; 0,0 ;                       ;          ; 

//////////////////////////////////////////////////////////////////////////////////////////
/// Editions of accessories (It is the filter of the 'CDB_Product' class).
////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; FAM_ID               ; VERS_ID           ; a,h ; m1,i1                  ; 
//-------------------------------------------------------------------------------------------------------------------------

CDB_Product                 ; CONACCESSOR_TAB      ;                      ; EDIT ; ACCFAM_FTHREADCON    ;                   ; 1,0 ;                        ; 
CDB_Product                 ; CONACCESSOR_TAB      ;                      ; EDIT ; ACCFAM_FTHREADNPTCON ;                   ; 1,0 ;                        ; 
CDB_Product                 ; CONACCESSOR_TAB      ;                      ; EDIT ; ACCFAM_MTHREADCON    ;                   ; 1,0 ;                        ; 
CDB_Product                 ; CONACCESSOR_TAB      ;                      ; EDIT ; ACCFAM_MTHREADNPTCON ;                   ; 1,0 ;                        ; 
CDB_Product                 ; CONACCESSOR_TAB      ;                      ; EDIT ; ACCFAM_SOLDERCON     ;                   ; 1,0 ;                        ; 
CDB_Product                 ; CONACCESSOR_TAB      ;                      ; EDIT ; ACCFAM_SOLDANSICON   ;                   ; 1,0 ;                        ; 

//////////////////////////////////////////////////////////////////////////////////////////
// Editions of actuators (It is the filter of the 'CDB_Product' class).
//////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; FAM_ID               ; VERS_ID           ; a,h ; m1,i1                  ; Priority
//----------------------------------------------------------------------------------------------------------------------------------
CDB_ThermostaticActuator    ; ACTUATOR_TAB         ;                      ; EDIT ; ACTFAM_TRV300_HD_BI  ;                   ; 0,0 ;                        ; 
CDB_ThermostaticActuator    ; ACTUATOR_TAB         ;                      ; EDIT ; ACTFAM_TRV300_HD_RMT ;                   ; 0,0 ;                        ; 

//////////////////////////////////////////////////////////////////////////////////////////
// Editions of actuators (It is the filter of the 'CDB_ElectroActuator' class).
//////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; FAM_ID               ; VERS_ID           ;POWER_ID         ; a,h ; m1,i1                  ; Priority
//----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
CDB_ElectroActuator         ; ACTUATOR_TAB         ;                      ; EDIT ; ACTFAM_EMO35         ;                   ;                 ; 0,0 ;                        ; 
CDB_ElectroActuator         ; ACTUATOR_TAB         ;                      ; EDIT ; ACTFAM_EMO85         ;                   ;                 ; 0,0 ;                        ; 
CDB_ElectroActuator         ; ACTUATOR_TAB         ;                      ; EDIT ; ACTFAM_424824        ;                   ;                 ; 0,0 ;                        ; 
CDB_ElectroActuator         ; ACTUATOR_TAB         ;                      ; EDIT ; ACTFAM_ABC85         ;                   ;                 ; 0,0 ;                        ; 
CDB_ElectroActuator         ; ACTUATOR_TAB         ;                      ; EDIT ; ACTFAM_M             ;                   ;                 ; 0,0 ;                        ; 
CDB_ElectroActuator         ; ACTUATOR_TAB         ;                      ; EDIT ; ACTFAM_OAAS          ;                   ;                 ; 0,0 ;                        ; 

//////////////////////////////////////////////////////////////////////////////////////////
// Exclusion from CBI US DB (It is the filter of the 'CDB_TAProduct' class).
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; FAM_ID               ; CONN_ID           ; VERS_ID         ; <=PN_ID ; a,h ; m1,i1                 ; Priority ; -d IDBROL
//--------------------------------------------------------------------------------------------------------------------------------------------------------
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD62             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD30             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD32             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF3             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF3SG           ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF3GE           ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD22             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF2             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF2SG           ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_RegulatingValve         ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF2GE           ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD11             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD12             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD13             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD501            ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD502            ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD503            ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_FixedOrifice            ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF1             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_VenturiValve            ; REGVALV_TAB          ;                      ; EDIT ; FAM_STAV             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_CommissioningSet        ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD41             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_CommissioningSet        ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD42             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_CommissioningSet        ; REGVALV_TAB          ;                      ; EDIT ; FAM_MD43             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_CommissioningSet        ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF4             ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 
CDB_CommissioningSet        ; REGVALV_TAB          ;                      ; EDIT ; FAM_MDF4SG           ;                   ;                 ;         ;     ; 0x00000001,0x00000000 ;          ; 

//////////////////////////////////////////////////////////////////////////////////////////
// Editions for Pressurisation (It is the filter of the 'CDB_Product' class).
//////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; FAM_ID               ; VERS_ID           ; a,h ; m1,i1                  ; Priority
//--------------------------------------------------------------------------------------------------------------------------------------------------------
CDB_TBPlenoVento            ; TECBOX_TAB           ; VENTO_V_2_1_F        ; EDIT ; TBXFAM_VENTO_V       ;                   ; 1,0 ;                        ; 
CDB_TBPlenoVento            ; TECBOX_TAB           ; VENTO_V_2_1_FN       ; EDIT ; TBXFAM_VENTO_V       ;                   ; 0,0 ;                        ; 

//////////////////////////////////////////////////////////////////////////////////////////
// Exclusion for CDB_Set
//////////////////////////////////////////////////////////////////////////////////////////
// ClassName                ; Table                ; ID                   ; EDIT ; Parameter            ; a,h
//--------------------------------------------------------------------------------------
CDB_Set                     ; BCVACTSET_TAB        ;                      ; EDIT ; USA-VICTAULIC        ; 0,1
CDB_Set                     ; PICVACTSET_TAB       ;                      ; EDIT ; USA-VICTAULIC        ; 0,1

// Exclude STAP-STAD* Nordic version sets.
CDB_Set                     ; DPCMVSET_TAB         ;                      ; EDIT ; NORDIC               ; 0,1
